player_name,pitch_type_recovered,avg_stuff_plus,avg_location_plus,avg_pitch_plus,pitch_count
"Brewer, Colten",CU,101.9854185,103.1122538,102.4361526,110
"Barlow, Scott",CU,101.123232,104.3910606,102.4303634,215
"Richards, Trevor",CH,102.2289164,102.7164006,102.4239101,653
"Nance, Tommy",SI,103.7182324,100.4716317,102.4195921,116
"Ferguson, Caleb",SI,104.7261548,98.94660255,102.4143339,98
"Foley, Jason",SI,104.3173299,99.53753541,102.4054121,504
"Cruz, Fernando",FS,102.1149943,102.8399033,102.4049579,475
"Nelson, Ryne",CH,103.5177534,100.7338494,102.4041918,242
"Bigge, Hunter",SL,103.2144608,101.1841941,102.4023541,92
"López, Reynaldo",CH,102.5757903,102.1261184,102.3959215,82
"Ramírez, Yohan",CU,102.2858801,102.546109,102.3899717,110
"Matz, Steven",SI,105.2153796,98.14792147,102.3883963,450
"Rodón, Carlos",FC,103.323851,100.9641376,102.3799657,121
"Ferguson, Caleb",FC,102.6508601,101.9643727,102.3762651,256
"Gibson, Kyle",CU,101.7344399,103.3229219,102.3698327,240
"de Geus, Brett",SI,104.5659959,99.06671575,102.3662838,92
"Zulueta, Yosver",SI,103.1031006,101.2412114,102.3583449,176
"Miller, Bobby",CU,102.9901329,101.3879698,102.3492676,208
"Moore, Matt",KC,102.1154769,102.6848397,102.343222,152
"Kikuchi, Yusei",SL,103.8984405,100.0025576,102.3400873,719
"Williams, Gavin",CH,103.3661841,100.7835903,102.3331466,74
"Molina, Anthony",CU,102.6026648,101.9135543,102.3270206,72
"Bummer, Aaron",ST,102.1962432,102.5113146,102.3222718,407
"Vásquez, Randy",CH,103.1194225,101.1191011,102.3192939,217
"Quantrill, Cal",SI,104.1675369,99.51991586,102.3084885,113
"Baker, Bryan",SL,104.0656243,99.67261472,102.3084205,104
"Hudson, Daniel",SL,102.3666635,102.2047836,102.3019116,424
"Valdez, Framber",SI,104.1769641,99.487071,102.3010069,1201
"Pepiot, Ryan",FC,105.4548666,97.56516577,102.2989863,124
"Helsley, Ryan",SL,103.6779288,100.2249651,102.2967433,449
"Ragans, Cole",FC,103.8429674,99.96572838,102.2920718,352
"Miller, Bryce",FC,102.4766708,102.0145245,102.2918123,63
"Ottavino, Adam",FC,103.3609816,100.6693158,102.2843153,112
"Swanson, Erik",SL,102.2285488,102.3447792,102.275041,128
"Wilson, Bryse",CH,100.7407115,104.5762737,102.2749364,71
"Brasier, Ryan",SI,103.0145558,101.1611866,102.2732081,62
"Little, Brendon",SI,102.655444,101.6890623,102.2688913,404
"Contreras, Roansy",SI,104.2173278,99.34537076,102.268545,111
"Miller, Bobby",FF,104.4202153,99.02925148,102.2638298,403
"Bradish, Kyle",FF,102.9559029,101.2166423,102.2601987,90
"Okert, Steven",CH,103.0802006,101.0259833,102.2585137,52
"Sauer, Matt",CU,102.0024674,102.6343896,102.2552363,53
"Gray, Jon",CU,100.2192158,105.2987753,102.2510396,74
"Wheeler, Zack",FS,102.3677744,102.075151,102.250725,236
"Megill, Tylor",FS,100.5975671,104.7163242,102.2450699,117
"Marte, Yunior",SI,103.7765285,99.94760796,102.2449603,187
"Taillon, Jameson",CU,102.9831913,101.1241365,102.2395694,364
"Hader, Josh",SL,101.9968298,102.6033933,102.2394552,320
"Mayza, Tim",SI,104.4093169,98.98233006,102.2385222,537
"Stratton, Hunter",FC,104.6420148,98.62663134,102.2358614,217
"Poche, Colin",FF,103.7684219,99.92329159,102.2303698,380
"Brown, Hunter",FF,105.1092505,97.90963702,102.2294051,1004
"Fried, Max",ST,101.2708374,103.6520639,102.223328,158
"Weathers, Ryan",ST,100.8141789,104.3341195,102.2221551,305
"Cabrera, Edward",SL,103.3082695,100.5773356,102.215896,146
"Shuster, Jared",CH,101.6279863,103.0752731,102.206901,379
"Miller, Shelby",FS,103.4089987,100.3972568,102.2043019,164
"Toussaint, Touki",FS,102.5694075,101.653208,102.2029277,182
"Wicks, Jordan",CH,101.8953549,102.6357869,102.1915277,220
"Pearson, Nate",CU,102.7156346,101.4041098,102.1910247,122
"Skenes, Paul",CU,102.3744128,101.9109337,102.1890212,230
"Cole, Gerrit",CH,101.8886359,102.6166977,102.1798606,62
"Helsley, Ryan",CU,101.3047083,103.4893008,102.1785453,62
"Morton, Charlie",CU,102.309502,101.956957,102.168484,1197
"García, Yimi",CU,101.7458771,102.7957539,102.1658278,123
"Suárez, Albert",CH,103.7919615,99.71766679,102.1622436,385
"Mayza, Tim",SL,102.0061707,102.3960626,102.1621274,189
"Hernández, Carlos",FF,104.900736,98.04944339,102.160219,303
"Birdsong, Hayden",FF,103.7701264,99.73708265,102.1569089,619
"Zerpa, Angel",SI,104.8610814,98.09974761,102.1565479,416
"Neely, Jack",FF,103.347549,100.3583218,102.1518581,52
"Horn, Bailey",ST,102.3086782,101.9095364,102.1490215,181
"Gaddis, Hunter",CH,102.467509,101.615228,102.1265966,184
"Díaz, Alexis",SL,104.0196283,99.2818833,102.1245303,411
"Weathers, Ryan",FF,104.514334,98.52448717,102.1183953,554
"France, J.P.",FC,102.2174119,101.9698032,102.1183684,135
"Dubin, Shawn",FC,102.7660121,101.1242751,102.1093173,133
"Montgomery, Jordan",CU,101.6612991,102.7755106,102.1069837,593
"Adam, Jason",CH,104.1702543,99.00632842,102.1046839,298
"Cleavinger, Garrett",FF,103.1889743,100.4602285,102.097476,271
"Stewart, Brock",ST,101.6691936,102.735593,102.0957533,70
"Schmidt, Clarke",KC,101.4040766,103.1140966,102.0880846,275
"Anderson, Chase",CH,102.7784201,101.0379307,102.0822243,309
"Gomber, Austin",FF,104.5083612,98.42564935,102.0752765,1097
"Cease, Dylan",ST,99.6217401,105.7530507,102.0742643,138
"Beeter, Clayton",FF,104.1033404,99.01258365,102.0670377,78
"Chirinos, Yonny",SL,102.5532391,101.3267265,102.0626341,201
"Long, Sam",FF,104.4112638,98.52523003,102.0568503,269
"Ramírez, Yohan",ST,101.9114159,102.2728146,102.0559754,234
"Sauer, Matt",ST,103.5932702,99.73588626,102.0503166,77
"Gallen, Zac",SL,101.3820216,103.0288477,102.040752,233
"Bibee, Tanner",FC,103.4980403,99.84935241,102.0385651,759
"Wells, Tyler",FF,106.1213207,95.91131499,102.0373184,89
"Fedde, Erick",ST,101.7136199,102.514976,102.0341623,596
"Burr, Ryan",FF,103.8100446,99.36942251,102.0337958,224
"Rodríguez, Yariel",CU,100.7196416,103.992791,102.0289014,157
"Santos, Gregory",SL,104.2759792,98.63984482,102.0215254,66
"Oller, Adam",SV,102.7209496,100.9418254,102.0092999,183
"Severino, Luis",SL,101.6261414,102.5796545,102.0075466,209
"Barnes, Jacob",FC,101.9692979,102.0571275,102.0044298,551
"Stubbs, Garrett",EP,105.6588873,96.51629959,102.0018522,52
"Miller, Bryce",KC,101.1111391,103.3342451,102.0003815,123
"Kerkering, Orion",SI,104.0237526,98.95970981,101.9981355,165
"Anderson, Justin",SI,101.9501897,102.0658386,101.9964493,132
"Williams, Gavin",CU,101.0775962,103.3649384,101.9925331,271
"Cruz, Fernando",FC,103.3292249,99.97394048,101.9871111,288
"Walters, Andrew",FF,103.5005222,99.69381401,101.9778389,83
"Rodríguez, Yariel",FS,102.4938374,101.1994166,101.9760691,142
"Soto, Gregory",SL,102.0222871,101.8805261,101.9655827,336
"Leasure, Jordan",FF,103.5623085,99.5659844,101.9637789,350
"Ruiz, José",FF,105.3391017,96.8974806,101.9624533,248
"Brooks, Aaron",CH,101.2942396,102.9635291,101.9619554,54
"Severino, Luis",SI,104.7160035,97.83014967,101.961662,722
"Erceg, Lucas",CH,103.1120598,100.2276387,101.9582914,199
"Ginkel, Kevin",SI,104.940508,97.4669741,101.9510944,105
"Banks, Tanner",SI,103.2862351,99.91935769,101.9394841,101
"Varland, Louis",KC,102.9560575,100.4054424,101.9358114,164
"Lugo, Seth",SL,101.8123585,102.1102458,101.9315134,288
"Ober, Bailey",CH,103.1918481,100.0389857,101.9307031,792
"Holman, Grant",FS,102.0364103,101.7506473,101.9221051,97
"Kochanowicz, Jack",SL,102.2810204,101.381089,101.9210478,121
"Joyce, Ben",SL,101.7618522,102.1418504,101.9138515,82
"Kelly, Joe",SI,103.3084339,99.81556892,101.9112879,165
"Hudson, Dakota",CU,101.2174292,102.9495917,101.9102942,262
"Anderson, Tyler",FF,103.9991515,98.76835068,101.9068312,1155
"Lodolo, Nick",SI,103.9899734,98.77365107,101.9034445,531
"Scott, Tanner",SL,102.1119973,101.5878557,101.9023407,485
"McKenzie, Triston",FF,103.9524845,98.826148,101.9019499,728
"Kikuchi, Yusei",FF,103.7083214,99.19090361,101.9013543,1413
"Thompson, Keegan",ST,100.4628256,104.0584349,101.9010693,76
"Peterson, David",CU,101.1423871,103.0382392,101.9007279,143
"Medina, Luis",CU,101.4137492,102.6186823,101.8957225,73
"Miller, Shelby",SL,102.8817889,100.3995499,101.8888933,185
"Wilson, Justin",SL,101.9345049,101.8025986,101.8817424,207
"Musgrove, Joe",CH,102.8645533,100.3968573,101.8774749,124
"Ashcraft, Graham",SI,104.5852156,97.79810418,101.870371,214
"Pearson, Nate",SL,102.701512,100.6212346,101.869401,444
"Spence, Mitch",CU,102.4381764,101.0022783,101.8638172,299
"Rodriguez, Grayson",SL,102.6964903,100.6032971,101.859213,309
"Severino, Luis",ST,101.946655,101.7156766,101.8542636,499
"Kikuchi, Yusei",CH,100.6167448,103.7065223,101.8526558,342
"Veneziano, Anthony",FF,104.8380889,97.35999388,101.8468509,113
"Musgrove, Joe",CU,102.0820066,101.4892088,101.8448875,356
"Borucki, Ryan",SL,103.4219816,99.47578396,101.8435025,105
"Brieske, Beau",CH,102.6044069,100.6954475,101.8408231,319
"Díaz, Edwin",SL,102.7209304,100.5135154,101.8379644,454
"Miller, Erik",CH,102.8087757,100.3777001,101.8363455,437
"Phillips, Evan",ST,101.7696407,101.9335626,101.8352094,360
"Kelly, Kevin",ST,100.3010069,104.1154863,101.8267986,292
"Montas, Frankie",ST,101.1536561,102.8234035,101.8215551,114
"Thornton, Trent",CU,102.4904665,100.8090545,101.8179017,137
"Nittoli, Vinny",FC,102.9576438,100.0913734,101.8111356,127
"Mikolas, Miles",CH,103.7985892,98.82945256,101.8109345,243
"Weaver, Luke",FF,102.5659654,100.6517835,101.8002926,698
"Leclerc, José",FF,102.9611715,100.0492981,101.7964221,423
"Fried, Max",SI,103.9751479,98.50168605,101.7857632,458
"Holmes, Grant",CU,102.0731128,101.3531396,101.7851235,215
"Priester, Quinn",CU,101.317393,102.4810467,101.7828545,123
"Paxton, James",KC,101.8856412,101.6214203,101.7799528,545
"Pressly, Ryan",CH,101.3108114,102.4782804,101.777799,108
"Ragans, Cole",KC,100.4935877,103.7035486,101.7775721,323
"Raley, Brooks",ST,103.4706355,99.23272801,101.7754725,62
"Maldonado, Anthony",SL,101.2703425,102.5301699,101.7742734,184
"Okert, Steven",SI,103.3841514,99.35300182,101.7716916,66
"Burr, Ryan",SL,102.135925,101.2152527,101.7676561,345
"Hamilton, Ian",SI,102.7000682,100.3623873,101.7649958,154
"Wrobleski, Justin",FF,103.4403256,99.25148356,101.7647888,350
"Heller, Ben",SI,102.5347155,100.6080001,101.7640294,65
"Barnes, Matt",KC,100.7669034,103.2447717,101.7580507,111
"Ragans, Cole",SL,101.6907078,101.8546018,101.7562654,428
"Wicks, Jordan",CU,99.89916628,104.5377985,101.7546192,52
"Skubal, Tarik",SL,102.2868221,100.9554507,101.7542736,436
"Bush, Ky",FF,103.1124412,99.71653112,101.7540772,167
"Gray, Sonny",FC,101.7431577,101.7700359,101.753909,442
"Grove, Michael",SL,101.969387,101.423237,101.750927,452
"Banks, Tanner",SL,102.8462675,100.0857596,101.7420644,387
"Mize, Casey",SI,105.0612084,96.75653364,101.7393385,150
"Bielak, Brandon",CH,102.445611,100.6488822,101.7269195,140
"Mears, Nick",SL,101.6666366,101.8122976,101.724901,234
"Spence, Mitch",SL,101.9377041,101.4035336,101.7240359,810
"Wilson, Bryse",CU,102.4935433,100.5621096,101.7209698,233
"Feltner, Ryan",SL,102.9300566,99.89143,101.714606,564
"Gil, Luis",FF,102.9871401,99.79812939,101.7115358,1327
"Suárez, Albert",CU,101.342428,102.2647528,101.7113579,295
"Abreu, Bryan",SL,101.980619,101.3056083,101.7106147,697
"Martin, Davis",SL,102.2481113,100.894553,101.706688,239
"McGough, Scott",SL,101.5946553,101.8642129,101.7024783,88
"Henriquez, Ronny",SL,101.921837,101.3620797,101.6979341,101
"Williamson, Brandon",FF,105.1778444,96.46704675,101.6935253,66
"Singer, Brady",ST,102.6534688,100.2483285,101.6914127,153
"Brown, Hunter",CH,102.579456,100.3569074,101.6904366,362
"Scott, Christian",ST,102.3849677,100.6470472,101.6897995,159
"Booser, Cam",FF,104.0503582,98.14678847,101.6889303,290
"Cousins, Jake",SL,100.6826763,103.1831728,101.6828749,423
"Robertson, David",KC,101.2596409,102.3105504,101.6800047,327
"Leone, Dominic",FC,100.6813912,103.1699706,101.676823,54
"Hoffman, Jeff",FF,103.884271,98.35677955,101.6732744,369
"Stripling, Ross",FF,103.1660392,99.43289573,101.6727818,417
"Brown, Hunter",KC,101.2521485,102.2925413,101.6683056,360
"Peguero, Elvis",SI,102.9625573,99.72289621,101.6666929,422
"Kinley, Tyler",FF,103.3354189,99.16073175,101.665544,402
"Paredes, Enoli",SL,101.7060728,101.5920987,101.6604831,139
"Winn, Keaton",SI,103.5495071,98.81432184,101.655433,189
"Lynch IV, Daniel",SL,101.1999545,102.3374512,101.6549532,169
"Farmer, Buck",SL,101.0796578,102.514274,101.6535043,407
"Kershaw, Clayton",SL,103.1628839,99.38320065,101.6510106,220
"Suárez, Albert",FF,103.5886326,98.74358836,101.6506149,1116
"Wacha, Michael",SI,104.8806832,96.79437385,101.6461595,409
"Brown, Hunter",SL,102.4570147,100.4250214,101.6442174,163
"Wheeler, Zack",FC,102.4969914,100.3642381,101.6438901,306
"Castro, Miguel",SL,101.7462215,101.4889965,101.6433315,93
"Gray, Jon",SL,101.837215,101.3471205,101.6411772,711
"Roycroft, Chris",ST,102.3891829,100.5146669,101.6393765,125
"Bednar, David",FS,103.1918347,99.30540109,101.6372613,251
"Barlow, Scott",ST,100.463168,103.3959547,101.6362827,444
"Chafin, Andrew",FF,104.06464,97.98903051,101.6343962,142
"Springs, Jeffrey",CH,101.5778259,101.7156838,101.632969,179
"Rodón, Carlos",CU,100.1663579,103.827598,101.6308539,258
"Flexen, Chris",FC,103.7816592,98.39229235,101.6259125,732
"Sims, Lucas",ST,101.5968521,101.667801,101.6252317,382
"Wilson, Steven",ST,101.6785753,101.5437105,101.6246294,319
"García, Luis",FF,101.7599277,101.4167915,101.6226732,56
"Ferrer, Jose A.",FF,103.5077749,98.78762419,101.6197146,108
"Winn, Cole",SL,103.9156273,98.17270317,101.6184576,76
"Vieira, Thyago",FF,103.3723005,98.98661808,101.6180275,167
"Wacha, Michael",CU,98.6096003,106.1287859,101.6172745,212
"Sandoval, Patrick",ST,101.3134857,102.0682999,101.6154114,66
"Chafin, Andrew",SL,99.46406816,104.7994333,101.5982142,443
"Keller, Mitch",CU,99.74501862,104.371823,101.5957404,273
"Law, Derek",FF,104.3984854,97.39104566,101.5955095,185
"Fulmer, Carson",SL,102.4118855,100.3675739,101.5941609,237
"Scott, Christian",SL,101.2297167,102.1366142,101.5924757,148
"Liberatore, Matthew",FC,103.5351566,98.67795239,101.5922749,177
"Turnbull, Spencer",ST,101.9654506,101.0273727,101.5902194,322
"Montgomery, Jordan",FF,104.1101018,97.79398687,101.5836558,332
"Civale, Aaron",FF,102.6926623,99.9199206,101.5835656,263
"Iglesias, Raisel",SI,102.3785413,100.3886611,101.5825892,171
"Leone, Dominic",CH,98.94511055,105.5252357,101.5771606,94
"Chirinos, Yonny",FS,101.8514017,101.1593226,101.5745701,76
"Schwellenbach, Spencer",CU,100.985733,102.4536025,101.5728808,275
"Nittoli, Vinny",ST,102.5374985,100.1127848,101.567613,60
"Almonte, Yency",ST,100.2920081,103.4660448,101.5616228,98
"Gibson, Kyle",FC,102.2643088,100.4952372,101.5566802,595
"Taillon, Jameson",FC,103.7420543,98.27259859,101.554272,622
"Bubic, Kris",FF,103.4421945,98.71895748,101.5528997,207
"Woo, Bryan",ST,100.4791998,103.1628245,101.5526497,156
"López, Jorge",SI,102.6585998,99.86753064,101.5421721,298
"Parker, Mitchell",FF,103.9961415,97.85817618,101.5409554,1168
"Green, Chad",FF,104.1428027,97.63757768,101.5407127,516
"Herz, DJ",FF,103.4510031,98.66680754,101.5373249,860
"Armstrong, Shawn",FC,102.502606,100.0834941,101.5349612,346
"Birdsong, Hayden",SL,101.4218819,101.7006526,101.5333902,254
"Poche, Colin",SL,102.5442471,100.0086588,101.5300118,176
"Lawrence, Justin",ST,101.018944,102.2959124,101.5297314,444
"Harris, Hogan",FF,104.1457822,97.592274,101.5243789,679
"Brebbia, John",SL,101.2863799,101.8637119,101.5173127,533
"Herrin, Tim",SL,102.0379474,100.7290962,101.5144069,283
"Joyce, Ben",SI,101.7097111,101.219694,101.5137042,192
"Garabito, Gerson",CH,100.6874308,102.7471488,101.511318,57
"Cortes, Nestor",FF,103.0602424,99.17592637,101.506516,1266
"Bowman, Matt",ST,101.0557049,102.182107,101.5062657,129
"Irvin, Jake",CH,101.4164648,101.6310286,101.5022903,105
"Greene, Hunter",FF,103.6592123,98.24176485,101.4922333,1415
"Means, John",SL,101.239099,101.864316,101.4891858,74
"Ober, Bailey",SL,101.8570665,100.9209041,101.4826015,523
"Martin, Davis",CU,100.2768146,103.2796152,101.4779348,68
"Roupp, Landen",CU,101.1862903,101.9096595,101.475638,400
"Sammons, Bryan",ST,100.4077474,103.0691028,101.4722896,72
"Gallen, Zac",FC,99.9592958,103.7414444,101.4721553,85
"Hentges, Sam",CU,101.9607497,100.7369179,101.471217,112
"Leclerc, José",SI,103.3035083,98.72269264,101.471182,87
"Turnbull, Spencer",CU,98.80313575,105.4692378,101.4695766,85
"de Geus, Brett",KC,100.6784559,102.6472644,101.4659793,59
"Leiter, Jack",SL,102.0506478,100.5777731,101.4614979,195
"Alvarado, José",FC,100.5384502,102.8390062,101.4586726,431
"Fernandez, Ryan",SL,101.5262515,101.3449763,101.4537414,572
"Brown, Ben",FF,103.8495183,97.85771356,101.4527964,532
"Brito, Jhony",CH,104.2346994,97.27897157,101.4524083,219
"Cole, Gerrit",SL,101.7894726,100.9418508,101.4504239,231
"Ureña, José",SI,102.7057189,99.55708891,101.4462669,748
"Rodón, Carlos",SL,101.2175909,101.7792894,101.4422703,824
"Cole, Gerrit",FF,103.016397,99.06350266,101.4352393,697
"Swanson, Erik",FS,102.0173604,100.5578687,101.4335637,206
"Manaea, Sean",SL,100.7268967,102.487039,101.4309536,180
"Herrin, Tim",CU,101.0960767,101.9329175,101.430813,366
"Santana, Dennis",SI,102.4799098,99.8409233,101.4243152,146
"Meyer, Max",SL,101.7746513,100.8920057,101.421593,393
"Peterson, David",SI,103.2899849,98.61515665,101.4200536,585
"Pérez, Martín",CH,101.6321859,101.0898584,101.4152549,517
"Sims, Lucas",CU,100.2746625,103.1256714,101.4150661,65
"Mattson, Isaac",FF,103.0263012,98.99070726,101.4120636,77
"Slaten, Justin",FC,103.0111267,99.00855816,101.4100993,309
"Thielbar, Caleb",FF,104.0239245,97.48799457,101.4095525,385
"Suarez, José",FF,102.0383907,100.4610781,101.4074657,405
"Saucedo, Tayler",ST,102.1286936,100.3120913,101.4020527,63
"Hernández, Jonathan",SL,101.0881982,101.8554868,101.3951137,375
"Cousins, Jake",SI,102.4638877,99.79124776,101.3948317,217
"Kerr, Ray",FF,103.0429304,98.9211965,101.3942368,171
"Blackburn, Paul",CH,102.388418,99.90080921,101.3933745,230
"Roberts, Ethan",ST,100.5888211,102.5804364,101.3854672,281
"Herrin, Tim",SI,102.1465579,100.2370258,101.3827451,134
"Blanco, Ronel",FF,102.83351,99.19151537,101.3767121,1074
"Basso, Brady",FF,104.4361756,96.78179136,101.3744219,165
"García, Yimi",ST,101.4269764,101.2763458,101.3667242,81
"Blewett, Scott",FS,102.8564682,99.11021548,101.3579671,74
"Iglesias, Raisel",SL,100.9591321,101.9532906,101.3567955,192
"Fitts, Richard",FF,103.090027,98.74786703,101.353163,160
"Zuñiga, Guillo",SL,100.8708924,102.0540544,101.3441572,67
"Miller, Tyson",ST,100.5899176,102.469106,101.341593,413
"Winckowski, Josh",SI,103.280325,98.42717342,101.3390644,423
"Knack, Landon",CH,102.2019804,100.0411894,101.337664,167
"Nelson, Ryne",CU,100.5164946,102.5612523,101.3343977,145
"Law, Derek",SL,101.3864657,101.2511631,101.3323447,414
"Mears, Nick",CU,101.9957292,100.3202334,101.3255309,184
"Rodríguez, Yariel",SL,102.5082695,99.53849958,101.3203615,424
"Robertson, David",SL,100.887159,101.9680578,101.3195185,84
"Assad, Javier",CH,100.8751536,101.9851077,101.3191352,117
"Sims, Lucas",FC,102.1209199,100.1067128,101.315237,137
"Bradley, Taj",FS,102.947084,98.86005557,101.3122726,616
"Manaea, Sean",ST,100.6419855,102.3148978,101.3111504,598
"Muller, Kyle",FF,104.8978985,95.92145655,101.3073217,395
"Vásquez, Randy",ST,100.9816819,101.7798961,101.3009676,223
"Banks, Tanner",FF,104.0168339,97.21952744,101.2979113,363
"Verlander, Justin",SL,103.1446453,98.52692841,101.2975585,305
"López, Jorge",SL,100.3405085,102.7295185,101.2961125,154
"Pagán, Emilio",FS,101.0407887,101.6786798,101.2959451,89
"Montas, Frankie",SI,103.1398562,98.51235274,101.2888548,508
"Stanek, Ryne",SL,100.3262002,102.7327824,101.2888331,165
"Fulmer, Carson",ST,99.3138556,104.2473793,101.2872651,63
"Toussaint, Touki",CU,99.90212424,103.3635233,101.2866839,128
"Staumont, Josh",SL,101.5669767,100.862231,101.2850784,258
"Faucher, Calvin",FF,101.5438437,100.894487,101.284101,328
"Rodríguez, Randy",SL,101.214974,101.3833152,101.2823105,350
"Cimber, Adam",SL,98.02831805,106.1626082,101.2820341,142
"Wacha, Michael",FF,103.8067294,97.48932423,101.2797673,606
"Suarez, José",SL,100.8494392,101.9113399,101.2741995,133
"Quintana, Jose",CH,99.16480925,104.4123363,101.2638201,562
"Marte, José",SL,100.8622444,101.8582024,101.2606276,120
"Mlodzinski, Carmen",ST,101.828739,100.4066765,101.259914,112
"Ross, Joe",SI,102.5457879,99.29970783,101.2473559,437
"Festa, David",SL,102.07748,99.97633134,101.2370205,349
"Yamamoto, Yoshinobu",FS,101.3099232,101.1122295,101.2308457,355
"Milner, Hoby",ST,100.4761708,102.3593005,101.2294227,337
"Bachar, Lake",ST,101.2275578,101.2208508,101.224875,50
"Jones, Jared",FF,102.3569478,99.50929128,101.2178852,978
"Nelson, Ryne",FF,103.8916098,97.20620726,101.2174488,1388
"Manaea, Sean",FC,101.2913751,101.0942263,101.2125156,218
"Lorenzen, Michael",CH,101.2080157,101.2140688,101.210437,394
"Hudson, Dakota",CH,99.87257081,103.2165784,101.2101739,158
"Sandoval, Patrick",FF,102.4484294,99.35000232,101.2090586,230
"Lovelady, Richard",SL,102.1161363,99.84689604,101.2084402,197
"Myers, Tobias",FC,102.1425072,99.80646302,101.2080895,490
"Criswell, Jeff",CH,98.44550062,105.3335655,101.2007266,51
"Muñoz, Roddery",CH,101.5518732,100.6734207,101.2004922,138
"Povich, Cade",CH,102.433143,99.34770335,101.1989671,151
"Schmidt, Clarke",FC,102.1669449,99.7448915,101.1981235,536
"Bido, Osvaldo",SI,102.642851,99.01902179,101.1933193,98
"Corbin, Patrick",SI,103.5282303,97.69063483,101.1931921,1050
"Keller, Mitch",ST,101.5055005,100.7232048,101.1925822,442
"Leiter Jr., Mark",FS,100.5571083,102.1369144,101.1890307,366
"Burnes, Corbin",CH,101.1950367,101.1677842,101.1841357,331
"Morgan, Eli",SL,100.8639676,101.6597296,101.1822724,235
"Anderson, Justin",SL,100.6297722,102.0081349,101.1811173,428
"Quantrill, Cal",CU,101.2803886,101.0295873,101.1800681,311
"Valdez, Framber",CH,101.2759578,101.0356634,101.1798401,454
"Adams, Austin",SL,100.6747663,101.9351357,101.178914,608
"Ryan, River",SL,101.6633367,100.4352448,101.1721,67
"Contreras, Roansy",ST,101.5958664,100.5229252,101.1666899,90
"Banks, Tanner",ST,101.438124,100.7551675,101.1649414,174
"Priester, Quinn",SL,101.834023,100.1603715,101.1645624,248
"Tyler, Kyle",FC,102.6608761,98.90007393,101.1565552,260
"Montas, Frankie",SL,100.4459587,102.2146303,101.1534273,165
"Waldrep, Hurston",FF,101.7076736,100.3173823,101.1515571,53
"Javier, Cristian",CH,101.7161936,100.30024,101.1498122,168
"Strahm, Matt",SI,102.9745033,98.403649,101.1461616,154
"Bird, Jake",CU,101.1283604,101.1682193,101.144304,121
"Anderson, Tyler",FC,101.151318,101.1286476,101.1422498,527
"Stone, Gavin",SI,103.4778798,97.63567409,101.1409975,484
"Pressly, Ryan",FF,102.345105,99.33177508,101.139773,320
"Casparius, Ben",ST,101.2828874,100.9220892,101.1385681,56
"Peralta, Sammy",ST,99.87875746,103.0277799,101.1383664,71
"Zulueta, Yosver",SL,100.3351764,102.3277818,101.1322185,92
"Martinez, Justin",FF,102.5207693,99.04929397,101.1321792,138
"Darvish, Yu",FC,101.799358,100.1254842,101.1298085,58
"Miller, Bryce",SL,100.4844297,102.0961052,101.1290999,234
"Brown, Hunter",FC,101.8105278,100.1068551,101.1290587,476
"Leiter, Jack",FF,102.0827879,99.69252464,101.1266826,344
"Miller, Erik",SL,99.80360777,103.1057218,101.1244534,214
"Keller, Mitch",SL,101.6013847,100.4078903,101.1239869,270
"Bush, Ky",SL,100.4115085,102.1925124,101.1239101,80
"Spiers, Carson",ST,100.7465836,101.6869213,101.1227187,368
"Turnbull, Spencer",SL,101.70859,100.2377857,101.1202683,50
"Tyler, Kyle",SL,99.98787139,102.8171543,101.1195845,65
"Gomber, Austin",KC,102.0231378,99.7610061,101.1182851,601
"Pérez, Cionel",SV,100.0752493,102.6783651,101.1164956,323
"Ginkel, Kevin",FF,103.0686283,98.1766372,101.1118319,624
"Greene, Hunter",SL,100.9133023,101.4068959,101.1107398,886
"Bello, Brayan",ST,100.8716558,101.4659711,101.1093819,770
"Estévez, Carlos",CH,103.1856625,97.99188991,101.1081535,88
"Germán, Domingo",CH,101.661071,100.2674484,101.103622,84
"Povich, Cade",FF,102.5069898,98.99619556,101.1026721,566
"Kopech, Michael",SL,101.0689018,101.1450244,101.0993508,125
"McArthur, James",SI,102.5974798,98.84907789,101.098119,322
"Schmidt, Clarke",SI,101.4882874,100.51221,101.0978564,319
"Adam, Jason",SL,100.5071718,101.9768932,101.0950604,219
"Matz, Steven",SL,101.1267963,101.0430795,101.0933096,52
"Eflin, Zach",CU,100.3464125,102.2052514,101.0899481,461
"Green, Chad",SL,100.6052178,101.8124948,101.0881286,340
"Rogers, Taylor",SI,101.5229762,100.4254921,101.0839826,575
"Akin, Keegan",SL,99.93842757,102.7991095,101.0827003,412
"Imanaga, Shota",CH,100.8453633,101.4365434,101.0818353,124
"Smith, Will",FF,104.2371365,96.34016969,101.0783498,195
"Leone, Dominic",SL,98.67745841,104.6571098,101.069319,70
"McMillon, John",FF,99.97860706,102.7024104,101.0681284,70
"Feyereisen, J.P.",FF,103.0251048,98.11921895,101.0627505,83
"Berroa, Prelander",SL,101.0095326,101.1403914,101.0618761,197
"Gore, MacKenzie",FC,100.9795211,101.1738825,101.0572657,424
"Pivetta, Nick",ST,101.5240451,100.3497187,101.0543145,613
"Rainey, Tanner",SL,98.91190561,104.2602925,101.0512604,275
"Sandoval, Patrick",SL,102.6986412,98.57575801,101.0494879,357
"Cease, Dylan",KC,99.8088492,102.8955754,101.0435397,265
